District,Region,AC Name,PC Name,Year,AC No,PC No,Constituency_Type,CandID,Candidate,Party,Votes,Rank,Valid_Votes,Vote_Share_Percentage,Margin,Margin_Percentage,ENOP,Candidate_Type
BAREILLY,ROHILKHAND,BITHARI CHAINPUR,Aonla,2024,123,24,,,Neeraj Maurya,SP,113585,1,245450,46.28,-1811,-0.74,,
BAREILLY,ROHILKHAND,BITHARI CHAINPUR,Aonla,2024,123,24,,,Dharmendra Kashyap,BJP,111774,2,245450,45.54,1811,0.74,,
BAREILLY,ROHILKHAND,BITHARI CHAINPUR,Aonla,2024,123,24,,,Abid Ali,BSP,15284,3,245450,6.23,98301,40.05,,
BAREILLY,ROHILKHAND,BITHARI CHAINPUR,Aonla,2024,123,24,,,NOTA,NOTA,1448,4,245450,0.59,112137,45.69,,
BAREILLY,ROHILKHAND,BITHARI CHAINPUR,Aonla,2024,123,24,,,Kausar Khan,Peace Party,894,5,245450,0.36,112691,45.91,,
BAREILLY,ROHILKHAND,BITHARI CHAINPUR,Aonla,2024,123,24,,,PREM PAL SAGAR,Vanchitsamaj Insaaf Party,576,6,245450,0.23,113009,46.04,,
BAREILLY,ROHILKHAND,BITHARI CHAINPUR,Aonla,2024,123,24,,,MAKKHAN LAL,Independent,574,7,245450,0.23,113011,46.04,,
BAREILLY,ROHILKHAND,BITHARI CHAINPUR,Aonla,2024,123,24,,,MOHAMMAD AMIR KHAN,Bharat Jodo Party,544,8,245450,0.22,113041,46.05,,
BAREILLY,ROHILKHAND,BITHARI CHAINPUR,Aonla,2024,123,24,,,Raj Kumar Patel,Sardar Patel Siddhant Party,493,9,245450,0.20,113092,46.08,,
BAREILLY,ROHILKHAND,BITHARI CHAINPUR,Aonla,2024,123,24,,,Nirmod Kumar Singh,Bhartiya Shakti Chetna Party,278,10,245450,0.11,113307,46.16,,
BAREILLY,ROHILKHAND,BAREILLY CITY,Bareilly,2024,124,25,,,CHHATRA PAL SINGH GANGWAR,BJP,124129,1,233122,53.25,-18229,-7.82,,
BAREILLY,ROHILKHAND,BAREILLY CITY,Bareilly,2024,124,25,,,PRAVEEN SINGH ARON,SP,105900,2,233122,45.43,18229,7.82,,
BAREILLY,ROHILKHAND,BAREILLY CITY,Bareilly,2024,124,25,,,NOTA,NOTA,1031,3,233122,0.44,123098,52.81,,
BAREILLY,ROHILKHAND,BAREILLY CITY,Bareilly,2024,124,25,,,IRSHAD ANSARI ADVOCATE,Peace Party,683,4,233122,0.29,123446,52.96,,
BAREILLY,ROHILKHAND,BAREILLY CITY,Bareilly,2024,124,25,,,WASEEM MIAN,Independent,357,5,233122,0.15,123772,53.10,,
BAREILLY,ROHILKHAND,BAREILLY CITY,Bareilly,2024,124,25,,,BHUPENDRA KUMAR MAURYA,Peoples Party of India (Democratic),200,6,233122,0.09,123929,53.16,,
BAREILLY,ROHILKHAND,BAREILLY CITY,Bareilly,2024,124,25,,,BUDDH PRIYA KARMRAJ RAHUL,Independent,160,7,233122,0.07,123969,53.18,,
BAREILLY,ROHILKHAND,BAREILLY CITY,Bareilly,2024,124,25,,,MOHD NAJIM ALI,Bharat Jodo Party,132,8,233122,0.06,123997,53.19,,
BAREILLY,ROHILKHAND,BAREILLY CITY,Bareilly,2024,124,25,,,JAGPAL SINGH YADAV,Samrat Mihir Bhoj Samaj Party,109,9,233122,0.05,124020,53.20,,
BAREILLY,ROHILKHAND,BAREILLY CITY,Bareilly,2024,124,25,,,NITIN MOHAN,Independent,103,10,233122,0.04,124026,53.21,,
BAREILLY,ROHILKHAND,BAREILLY CITY,Bareilly,2024,124,25,,,ROHTASH KASHYAP,Jan Shakti Ekta Party,97,11,233122,0.04,124032,53.21,,
BAREILLY,ROHILKHAND,BAREILLY CITY,Bareilly,2024,124,25,,,ASHISH GANGWAR,Independent,85,12,233122,0.04,124044,53.21,,
BAREILLY,ROHILKHAND,BAREILLY CITY,Bareilly,2024,124,25,,,RAVI KUMAR,Sardar Patel Siddhant Party,69,13,233122,0.03,124060,53.22,,
BAREILLY,ROHILKHAND,BAREILLY CITY,Bareilly,2024,124,25,,,AYSHA BI,Independent,67,14,233122,0.03,124062,53.22,,
BAREILLY,ROHILKHAND,BAREILLY CANTONMENT,Bareilly,2024,125,25,,,CHHATRA PAL SINGH GANGWAR,BJP,95940,1,191083,50.21,-3286,-1.72,,
BAREILLY,ROHILKHAND,BAREILLY CANTONMENT,Bareilly,2024,125,25,,,PRAVEEN SINGH ARON,SP,92654,2,191083,48.49,3286,1.72,,
BAREILLY,ROHILKHAND,BAREILLY CANTONMENT,Bareilly,2024,125,25,,,NOTA,NOTA,859,3,191083,0.45,95081,49.76,,
BAREILLY,ROHILKHAND,BAREILLY CANTONMENT,Bareilly,2024,125,25,,,IRSHAD ANSARI ADVOCATE,Peace Party,536,4,191083,0.28,95404,49.93,,
BAREILLY,ROHILKHAND,BAREILLY CANTONMENT,Bareilly,2024,125,25,,,WASEEM MIAN,Independent,252,5,191083,0.13,95688,50.08,,
BAREILLY,ROHILKHAND,BAREILLY CANTONMENT,Bareilly,2024,125,25,,,BHUPENDRA KUMAR MAURYA,Peoples Party of India (Democratic),189,6,191083,0.1,95751,50.11,,
BAREILLY,ROHILKHAND,BAREILLY CANTONMENT,Bareilly,2024,125,25,,,BUDDH PRIYA KARMRAJ RAHUL,Independent,109,7,191083,0.06,95831,50.15,,
BAREILLY,ROHILKHAND,BAREILLY CANTONMENT,Bareilly,2024,125,25,,,ROHTASH KASHYAP,Jan Shakti Ekta Party,103,8,191083,0.05,95837,50.16,,
BAREILLY,ROHILKHAND,BAREILLY CANTONMENT,Bareilly,2024,125,25,,,AYSHA BI,Independent,89,9,191083,0.05,95851,50.16,,
BAREILLY,ROHILKHAND,BAREILLY CANTONMENT,Bareilly,2024,125,25,,,JAGPAL SINGH YADAV,Samrat Mihir Bhoj Samaj Party,80,10,191083,0.04,95860,50.17,,
BAREILLY,ROHILKHAND,BAREILLY CANTONMENT,Bareilly,2024,125,25,,,MOHD NAJIM ALI,Bharat Jodo Party,75,11,191083,0.04,95865,50.17,,
BAREILLY,ROHILKHAND,BAREILLY CANTONMENT,Bareilly,2024,125,25,,,ASHISH GANGWAR,Independent,74,12,191083,0.04,95866,50.17,,
BAREILLY,ROHILKHAND,BAREILLY CANTONMENT,Bareilly,2024,125,25,,,NITIN MOHAN,Independent,63,13,191083,0.03,95877,50.18,,
BAREILLY,ROHILKHAND,BAREILLY CANTONMENT,Bareilly,2024,125,25,,,RAVI KUMAR,Sardar Patel Siddhant Party,60,14,191083,0.03,95880,50.18,,
BAREILLY,ROHILKHAND,AONLA,Aonla,2024,126,24,,,Dharmendra Kashyap,BJP,86570,1,188987,45.81,-8488,-4.49,,
BAREILLY,ROHILKHAND,AONLA,Aonla,2024,126,24,,,Neeraj Maurya,SP,78082,2,188987,41.32,8488,4.49,,
BAREILLY,ROHILKHAND,AONLA,Aonla,2024,126,24,,,Abid Ali,BSP,19803,3,188987,10.48,66767,35.33,,
BAREILLY,ROHILKHAND,AONLA,Aonla,2024,126,24,,,NOTA,NOTA,1301,4,188987,0.69,85269,45.12,,
BAREILLY,ROHILKHAND,AONLA,Aonla,2024,126,24,,,Kausar Khan,Peace Party,726,5,188987,0.38,85844,45.42,,
BAREILLY,ROHILKHAND,AONLA,Aonla,2024,126,24,,,MAKKHAN LAL,Independent,611,6,188987,0.32,85959,45.48,,
BAREILLY,ROHILKHAND,AONLA,Aonla,2024,126,24,,,PREM PAL SAGAR,Vanchitsamaj Insaaf Party,588,7,188987,0.31,85982,45.50,,
BAREILLY,ROHILKHAND,AONLA,Aonla,2024,126,24,,,Nirmod Kumar Singh,Bhartiya Shakti Chetna Party,474,8,188987,0.25,86096,45.56,,
BAREILLY,ROHILKHAND,AONLA,Aonla,2024,126,24,,,Raj Kumar Patel,Sardar Patel Siddhant Party,459,9,188987,0.24,86111,45.56,,
BAREILLY,ROHILKHAND,AONLA,Aonla,2024,126,24,,,MOHAMMAD AMIR KHAN,Bharat Jodo Party,373,10,188987,0.20,86197,45.61,,
SHAHJAHANPUR,ROHILKHAND,KATRA,Shahjahanpur,2024,131,27,,,Arun Kumar sagar,BJP,86225,1,185140,46.57,-6384,-3.45,,
SHAHJAHANPUR,ROHILKHAND,KATRA,Shahjahanpur,2024,131,27,,,JYOTSNA GOND,SP,79841,2,185140,43.12,6384,3.45,,
SHAHJAHANPUR,ROHILKHAND,KATRA,Shahjahanpur,2024,131,27,,,DOD RAM VERMA,BSP,14787,3,185140,7.99,71438,38.59,,
SHAHJAHANPUR,ROHILKHAND,KATRA,Shahjahanpur,2024,131,27,,,NOTA,NOTA,1262,4,185140,0.68,84963,45.89,,
SHAHJAHANPUR,ROHILKHAND,KATRA,Shahjahanpur,2024,131,27,,,Kiran,Rashtriya Sanatan Party,1152,5,185140,0.62,85073,45.95,,
SHAHJAHANPUR,ROHILKHAND,KATRA,Shahjahanpur,2024,131,27,,,Pradeep Kumar,Independent,476,6,185140,0.26,85749,46.32,,
SHAHJAHANPUR,ROHILKHAND,KATRA,Shahjahanpur,2024,131,27,,,Shiv Kumar,Independent,453,7,185140,0.24,85772,46.33,,
SHAHJAHANPUR,ROHILKHAND,KATRA,Shahjahanpur,2024,131,27,,,MEENA KASYAP,Independent,317,8,185140,0.17,85908,46.40,,
SHAHJAHANPUR,ROHILKHAND,KATRA,Shahjahanpur,2024,131,27,,,PREMCHANDRA HARIJAN,Sardar Patel Siddhant Party,281,9,185140,0.15,85944,46.42,,
SHAHJAHANPUR,ROHILKHAND,KATRA,Shahjahanpur,2024,131,27,,,DHARM PAL,Independent,197,10,185140,0.11,86028,46.47,,
SHAHJAHANPUR,ROHILKHAND,KATRA,Shahjahanpur,2024,131,27,,,Ramesh Chandra Verma,Manav Kranti Party,149,11,185140,0.08,86076,46.49,,
SHAHJAHANPUR,ROHILKHAND,JALALABAD,Shahjahanpur,2024,132,27,,,JYOTSNA GOND,SP,103528,1,202722,51.07,-19440,-9.59,,
SHAHJAHANPUR,ROHILKHAND,JALALABAD,Shahjahanpur,2024,132,27,,,Arun Kumar sagar,BJP,84088,2,202722,41.48,19440,9.59,,
SHAHJAHANPUR,ROHILKHAND,JALALABAD,Shahjahanpur,2024,132,27,,,DOD RAM VERMA,BSP,10565,3,202722,5.21,92963,45.86,,
SHAHJAHANPUR,ROHILKHAND,JALALABAD,Shahjahanpur,2024,132,27,,,NOTA,NOTA,1383,4,202722,0.68,102145,50.39,,
SHAHJAHANPUR,ROHILKHAND,JALALABAD,Shahjahanpur,2024,132,27,,,Kiran,Rashtriya Sanatan Party,1321,5,202722,0.65,102207,50.42,,
SHAHJAHANPUR,ROHILKHAND,JALALABAD,Shahjahanpur,2024,132,27,,,Shiv Kumar,Independent,541,6,202722,0.27,102987,50.80,,
SHAHJAHANPUR,ROHILKHAND,JALALABAD,Shahjahanpur,2024,132,27,,,MEENA KASYAP,Independent,316,7,202722,0.16,103212,50.91,,
SHAHJAHANPUR,ROHILKHAND,JALALABAD,Shahjahanpur,2024,132,27,,,Pradeep Kumar,Independent,304,8,202722,0.15,103224,50.92,,
SHAHJAHANPUR,ROHILKHAND,JALALABAD,Shahjahanpur,2024,132,27,,,PREMCHANDRA HARIJAN,Sardar Patel Siddhant Party,278,9,202722,0.14,103250,50.93,,
SHAHJAHANPUR,ROHILKHAND,JALALABAD,Shahjahanpur,2024,132,27,,,DHARM PAL,Independent,244,10,202722,0.12,103284,50.95,,
SHAHJAHANPUR,ROHILKHAND,JALALABAD,Shahjahanpur,2024,132,27,,,Ramesh Chandra Verma,Manav Kranti Party,154,11,202722,0.08,103374,50.99,,
SHAHJAHANPUR,ROHILKHAND,TILHAR,Shahjahanpur,2024,133,27,,,JYOTSNA GOND,SP,96768,1,205217,47.15,-7984,-3.89,,
SHAHJAHANPUR,ROHILKHAND,TILHAR,Shahjahanpur,2024,133,27,,,Arun Kumar sagar,BJP,88784,2,205217,43.26,7984,3.89,,
SHAHJAHANPUR,ROHILKHAND,TILHAR,Shahjahanpur,2024,133,27,,,DOD RAM VERMA,BSP,15381,3,205217,7.49,81387,39.66,,
SHAHJAHANPUR,ROHILKHAND,TILHAR,Shahjahanpur,2024,133,27,,,NOTA,NOTA,1343,4,205217,0.65,95425,46.50,,
SHAHJAHANPUR,ROHILKHAND,TILHAR,Shahjahanpur,2024,133,27,,,Kiran,Rashtriya Sanatan Party,1051,5,205217,0.51,95717,46.64,,
SHAHJAHANPUR,ROHILKHAND,TILHAR,Shahjahanpur,2024,133,27,,,Shiv Kumar,Independent,467,6,205217,0.23,96301,46.93,,
SHAHJAHANPUR,ROHILKHAND,TILHAR,Shahjahanpur,2024,133,27,,,MEENA KASYAP,Independent,360,7,205217,0.18,96408,46.98,,
SHAHJAHANPUR,ROHILKHAND,TILHAR,Shahjahanpur,2024,133,27,,,Pradeep Kumar,Independent,327,8,205217,0.16,96441,46.99,,
SHAHJAHANPUR,ROHILKHAND,TILHAR,Shahjahanpur,2024,133,27,,,PREMCHANDRA HARIJAN,Sardar Patel Siddhant Party,286,9,205217,0.14,96482,47.01,,
SHAHJAHANPUR,ROHILKHAND,TILHAR,Shahjahanpur,2024,133,27,,,DHARM PAL,Independent,253,10,205217,0.12,96515,47.03,,
SHAHJAHANPUR,ROHILKHAND,TILHAR,Shahjahanpur,2024,133,27,,,Ramesh Chandra Verma,Manav Kranti Party,197,11,205217,0.10,96571,47.06,,
SHAHJAHANPUR,ROHILKHAND,POWAYAN,Shahjahanpur,2024,134,27,,,Arun Kumar sagar,BJP,128751,1,228827,56.27,-56170,-24.55,,
SHAHJAHANPUR,ROHILKHAND,POWAYAN,Shahjahanpur,2024,134,27,,,JYOTSNA GOND,SP,72581,2,228827,31.72,56170,24.55,,
SHAHJAHANPUR,ROHILKHAND,POWAYAN,Shahjahanpur,2024,134,27,,,DOD RAM VERMA,BSP,21533,3,228827,9.41,107218,46.86,,
SHAHJAHANPUR,ROHILKHAND,POWAYAN,Shahjahanpur,2024,134,27,,,NOTA,NOTA,1764,4,228827,0.77,126987,55.49,,
SHAHJAHANPUR,ROHILKHAND,POWAYAN,Shahjahanpur,2024,134,27,,,Kiran,Rashtriya Sanatan Party,1600,5,228827,0.70,127151,55.57,,
SHAHJAHANPUR,ROHILKHAND,POWAYAN,Shahjahanpur,2024,134,27,,,Shiv Kumar,Independent,563,6,228827,0.25,128188,56.02,,
SHAHJAHANPUR,ROHILKHAND,POWAYAN,Shahjahanpur,2024,134,27,,,MEENA KASYAP,Independent,510,7,228827,0.22,128241,56.04,,
SHAHJAHANPUR,ROHILKHAND,POWAYAN,Shahjahanpur,2024,134,27,,,Pradeep Kumar,Independent,444,8,228827,0.19,128307,56.07,,
SHAHJAHANPUR,ROHILKHAND,POWAYAN,Shahjahanpur,2024,134,27,,,PREMCHANDRA HARIJAN,Sardar Patel Siddhant Party,441,9,228827,0.19,128310,56.07,,
SHAHJAHANPUR,ROHILKHAND,POWAYAN,Shahjahanpur,2024,134,27,,,DHARM PAL,Independent,374,10,228827,0.16,128377,56.10,,
SHAHJAHANPUR,ROHILKHAND,POWAYAN,Shahjahanpur,2024,134,27,,,Ramesh Chandra Verma,Manav Kranti Party,266,11,228827,0.12,128485,56.15,,
SHAHJAHANPUR,ROHILKHAND,SHAHJAHANPUR,Shahjahanpur,2024,135,27,,,Arun Kumar sagar,BJP,96786,1,201521,48.03,-3183,-1.58,,
SHAHJAHANPUR,ROHILKHAND,SHAHJAHANPUR,Shahjahanpur,2024,135,27,,,JYOTSNA GOND,SP,93603,2,201521,46.45,3183,1.58,,
SHAHJAHANPUR,ROHILKHAND,SHAHJAHANPUR,Shahjahanpur,2024,135,27,,,DOD RAM VERMA,BSP,8632,3,201521,4.28,88154,43.74,,
SHAHJAHANPUR,ROHILKHAND,SHAHJAHANPUR,Shahjahanpur,2024,135,27,,,NOTA,NOTA,1052,4,201521,0.52,95734,47.51,,
SHAHJAHANPUR,ROHILKHAND,SHAHJAHANPUR,Shahjahanpur,2024,135,27,,,Kiran,Rashtriya Sanatan Party,493,5,201521,0.24,96293,47.78,,
SHAHJAHANPUR,ROHILKHAND,SHAHJAHANPUR,Shahjahanpur,2024,135,27,,,Shiv Kumar,Independent,288,6,201521,0.14,96498,47.88,,
SHAHJAHANPUR,ROHILKHAND,SHAHJAHANPUR,Shahjahanpur,2024,135,27,,,MEENA KASYAP,Independent,157,7,201521,0.08,96629,47.95,,
SHAHJAHANPUR,ROHILKHAND,SHAHJAHANPUR,Shahjahanpur,2024,135,27,,,Pradeep Kumar,Independent,150,8,201521,0.07,96636,47.95,,
SHAHJAHANPUR,ROHILKHAND,SHAHJAHANPUR,Shahjahanpur,2024,135,27,,,DHARM PAL,Independent,136,9,201521,0.07,96650,47.96,,
SHAHJAHANPUR,ROHILKHAND,SHAHJAHANPUR,Shahjahanpur,2024,135,27,,,PREMCHANDRA HARIJAN,Sardar Patel Siddhant Party,126,10,201521,0.06,96660,47.97,,
SHAHJAHANPUR,ROHILKHAND,SHAHJAHANPUR,Shahjahanpur,2024,135,27,,,Ramesh Chandra Verma,Manav Kranti Party,98,11,201521,0.05,96688,47.98,,
SHAHJAHANPUR,ROHILKHAND,DADRAUL,Shahjahanpur,2024,136,27,,,Arun Kumar sagar,BJP,106866,1,220158,48.54,-18467,-8.39,,
SHAHJAHANPUR,ROHILKHAND,DADRAUL,Shahjahanpur,2024,136,27,,,JYOTSNA GOND,SP,88399,2,220158,40.15,18467,8.39,,
SHAHJAHANPUR,ROHILKHAND,DADRAUL,Shahjahanpur,2024,136,27,,,DOD RAM VERMA,BSP,20404,3,220158,9.27,86462,39.27,,
SHAHJAHANPUR,ROHILKHAND,DADRAUL,Shahjahanpur,2024,136,27,,,NOTA,NOTA,1645,4,220158,0.75,105221,47.79,,
SHAHJAHANPUR,ROHILKHAND,DADRAUL,Shahjahanpur,2024,136,27,,,Kiran,Rashtriya Sanatan Party,970,5,220158,0.44,105896,48.10,,
SHAHJAHANPUR,ROHILKHAND,DADRAUL,Shahjahanpur,2024,136,27,,,Shiv Kumar,Independent,493,6,220158,0.22,106373,48.32,,
SHAHJAHANPUR,ROHILKHAND,DADRAUL,Shahjahanpur,2024,136,27,,,MEENA KASYAP,Independent,391,7,220158,0.18,106475,48.36,,
SHAHJAHANPUR,ROHILKHAND,DADRAUL,Shahjahanpur,2024,136,27,,,Pradeep Kumar,Independent,295,8,220158,0.13,106571,48.41,,
SHAHJAHANPUR,ROHILKHAND,DADRAUL,Shahjahanpur,2024,136,27,,,PREMCHANDRA HARIJAN,Sardar Patel Siddhant Party,274,9,220158,0.12,106592,48.42,,
SHAHJAHANPUR,ROHILKHAND,DADRAUL,Shahjahanpur,2024,136,27,,,Ramesh Chandra Verma,Manav Kranti Party,212,10,220158,0.10,106654,48.44,,
SHAHJAHANPUR,ROHILKHAND,DADRAUL,Shahjahanpur,2024,136,27,,,DHARM PAL,Independent,209,11,220158,0.09,106657,48.45,,
LAKHIMPUR KHERI,AVADH,PALIA,Kheri,2024,137,28,,,AJAY KUMAR,BJP,104631,1,231878,45.12,-6843,-2.95,,
LAKHIMPUR KHERI,AVADH,PALIA,Kheri,2024,137,28,,,UTKARSH VERMA 'MADHUR',SP,97788,2,231878,42.17,6843,2.95,,
LAKHIMPUR KHERI,AVADH,PALIA,Kheri,2024,137,28,,,ANSHAY KALRA,BSP,24272,3,231878,10.47,80359,34.66,,
LAKHIMPUR KHERI,AVADH,PALIA,Kheri,2024,137,28,,,NOTA,NOTA,1734,4,231878,0.75,102897,44.38,,
LAKHIMPUR KHERI,AVADH,PALIA,Kheri,2024,137,28,,,SANDHYA JAISWAL,Parivartan Samaj Party,762,5,231878,0.33,103869,44.79,,
LAKHIMPUR KHERI,AVADH,PALIA,Kheri,2024,137,28,,,SATENDRA KUMAR MAURYA,Independent,629,6,231878,0.27,104002,44.85,,
LAKHIMPUR KHERI,AVADH,PALIA,Kheri,2024,137,28,,,NARESH SINGH BHADAURIYA,Independent,548,7,231878,0.24,104083,44.89,,
LAKHIMPUR KHERI,AVADH,PALIA,Kheri,2024,137,28,,,OM NATH SINGH,Rashtriya Shoshit Samaj Party,493,8,231878,0.21,104138,44.91,,
LAKHIMPUR KHERI,AVADH,PALIA,Kheri,2024,137,28,,,MUKESH KUMAR (BHARTI),Rashtriya Vikalp Party,359,9,231878,0.15,104272,44.97,,
LAKHIMPUR KHERI,AVADH,PALIA,Kheri,2024,137,28,,,KHANJAN,Netaji Subhash Chander Bose Rashtriya Azad Party,251,10,231878,0.11,104380,45.02,,
LAKHIMPUR KHERI,AVADH,PALIA,Kheri,2024,137,28,,,DARWARI URF DARWARI LAL CHAUHAN,Janta Kranti Party,215,11,231878,0.09,104416,45.03,,
LAKHIMPUR KHERI,AVADH,PALIA,Kheri,2024,137,28,,,KM. PANCHSHEELA ANAND,Uttar Pradesh Republican Party,196,12,231878,0.08,104435,45.04,,
LAKHIMPUR KHERI,AVADH,NIGHASAN,Kheri,2024,138,28,,,AJAY KUMAR,BJP,116230,1,241552,48.12,-17306,-7.16,,
LAKHIMPUR KHERI,AVADH,NIGHASAN,Kheri,2024,138,28,,,UTKARSH VERMA 'MADHUR',SP,98924,2,241552,40.95,17306,7.16,,
LAKHIMPUR KHERI,AVADH,NIGHASAN,Kheri,2024,138,28,,,ANSHAY KALRA,BSP,21120,3,241552,8.74,95110,39.37,,
LAKHIMPUR KHERI,AVADH,NIGHASAN,Kheri,2024,138,28,,,NOTA,NOTA,1898,4,241552,0.79,114332,47.33,,
LAKHIMPUR KHERI,AVADH,NIGHASAN,Kheri,2024,138,28,,,SANDHYA JAISWAL,Parivartan Samaj Party,697,5,241552,0.29,115533,47.83,,
LAKHIMPUR KHERI,AVADH,NIGHASAN,Kheri,2024,138,28,,,SATENDRA KUMAR MAURYA,Independent,691,6,241552,0.29,115539,47.83,,
LAKHIMPUR KHERI,AVADH,NIGHASAN,Kheri,2024,138,28,,,OM NATH SINGH,Rashtriya Shoshit Samaj Party,578,7,241552,0.24,115652,47.88,,
LAKHIMPUR KHERI,AVADH,NIGHASAN,Kheri,2024,138,28,,,NARESH SINGH BHADAURIYA,Independent,450,8,241552,0.19,115780,47.93,,
LAKHIMPUR KHERI,AVADH,NIGHASAN,Kheri,2024,138,28,,,MUKESH KUMAR (BHARTI),Rashtriya Vikalp Party,308,9,241552,0.13,115922,47.99,,
LAKHIMPUR KHERI,AVADH,NIGHASAN,Kheri,2024,138,28,,,KHANJAN,Netaji Subhash Chander Bose Rashtriya Azad Party,236,10,241552,0.10,115994,48.02,,
LAKHIMPUR KHERI,AVADH,NIGHASAN,Kheri,2024,138,28,,,DARWARI URF DARWARI LAL CHAUHAN,Janta Kranti Party,216,11,241552,0.09,116014,48.03,,
LAKHIMPUR KHERI,AVADH,NIGHASAN,Kheri,2024,138,28,,,KM. PANCHSHEELA ANAND,Uttar Pradesh Republican Party,204,12,241552,0.08,116026,48.03,,
LAKHIMPUR KHERI,AVADH,GOLA GOKRANNATH,Kheri,2024,139,28,,,UTKARSH VERMA 'MADHUR',SP,122060,1,248707,49.08,-26227,-10.55,,
LAKHIMPUR KHERI,AVADH,GOLA GOKRANNATH,Kheri,2024,139,28,,,AJAY KUMAR,BJP,95833,2,248707,38.53,26227,10.55,,
LAKHIMPUR KHERI,AVADH,GOLA GOKRANNATH,Kheri,2024,139,28,,,ANSHAY KALRA,BSP,26797,3,248707,10.77,95263,38.30,,
LAKHIMPUR KHERI,AVADH,GOLA GOKRANNATH,Kheri,2024,139,28,,,NOTA,NOTA,1425,4,248707,0.57,120635,48.50,,
LAKHIMPUR KHERI,AVADH,GOLA GOKRANNATH,Kheri,2024,139,28,,,SANDHYA JAISWAL,Parivartan Samaj Party,568,5,248707,0.23,121492,48.85,,
LAKHIMPUR KHERI,AVADH,GOLA GOKRANNATH,Kheri,2024,139,28,,,SATENDRA KUMAR MAURYA,Independent,539,6,248707,0.22,121521,48.86,,
LAKHIMPUR KHERI,AVADH,GOLA GOKRANNATH,Kheri,2024,139,28,,,OM NATH SINGH,Rashtriya Shoshit Samaj Party,443,7,248707,0.18,121617,48.90,,
LAKHIMPUR KHERI,AVADH,GOLA GOKRANNATH,Kheri,2024,139,28,,,NARESH SINGH BHADAURIYA,Independent,402,8,248707,0.16,121658,48.92,,
LAKHIMPUR KHERI,AVADH,GOLA GOKRANNATH,Kheri,2024,139,28,,,MUKESH KUMAR (BHARTI),Rashtriya Vikalp Party,188,9,248707,0.08,121872,49.00,,
LAKHIMPUR KHERI,AVADH,GOLA GOKRANNATH,Kheri,2024,139,28,,,KHANJAN,Netaji Subhash Chander Bose Rashtriya Azad Party,186,10,248707,0.07,121874,49.00,,
LAKHIMPUR KHERI,AVADH,GOLA GOKRANNATH,Kheri,2024,139,28,,,KM. PANCHSHEELA ANAND,Uttar Pradesh Republican Party,137,11,248707,0.06,121923,49.02,,
LAKHIMPUR KHERI,AVADH,GOLA GOKRANNATH,Kheri,2024,139,28,,,DARWARI URF DARWARI LAL CHAUHAN,Janta Kranti Party,129,12,248707,0.05,121931,49.03,,
LAKHIMPUR KHERI,AVADH,SRINAGAR,Kheri,2024,140,28,,,UTKARSH VERMA 'MADHUR',SP,112984,1,228686,49.41,-24012,-10.50,,
LAKHIMPUR KHERI,AVADH,SRINAGAR,Kheri,2024,140,28,,,AJAY KUMAR,BJP,88972,2,228686,38.91,24012,10.50,,
LAKHIMPUR KHERI,AVADH,SRINAGAR,Kheri,2024,140,28,,,ANSHAY KALRA,BSP,22625,3,228686,9.89,90359,39.51,,
LAKHIMPUR KHERI,AVADH,SRINAGAR,Kheri,2024,140,28,,,NOTA,NOTA,1375,4,228686,0.60,111609,48.80,,
LAKHIMPUR KHERI,AVADH,SRINAGAR,Kheri,2024,140,28,,,SANDHYA JAISWAL,Parivartan Samaj Party,590,5,228686,0.26,112394,49.15,,
LAKHIMPUR KHERI,AVADH,SRINAGAR,Kheri,2024,140,28,,,SATENDRA KUMAR MAURYA,Independent,569,6,228686,0.25,112415,49.16,,
LAKHIMPUR KHERI,AVADH,SRINAGAR,Kheri,2024,140,28,,,OM NATH SINGH,Rashtriya Shoshit Samaj Party,434,7,228686,0.19,112550,49.22,,
LAKHIMPUR KHERI,AVADH,SRINAGAR,Kheri,2024,140,28,,,NARESH SINGH BHADAURIYA,Independent,391,8,228686,0.17,112593,49.23,,
LAKHIMPUR KHERI,AVADH,SRINAGAR,Kheri,2024,140,28,,,MUKESH KUMAR (BHARTI),Rashtriya Vikalp Party,216,9,228686,0.09,112768,49.31,,
LAKHIMPUR KHERI,AVADH,SRINAGAR,Kheri,2024,140,28,,,DARWARI URF DARWARI LAL CHAUHAN,Janta Kranti Party,194,10,228686,0.08,112790,49.32,,
LAKHIMPUR KHERI,AVADH,SRINAGAR,Kheri,2024,140,28,,,KHANJAN,Netaji Subhash Chander Bose Rashtriya Azad Party,177,11,228686,0.08,112807,49.33,,
LAKHIMPUR KHERI,AVADH,SRINAGAR,Kheri,2024,140,28,,,KM. PANCHSHEELA ANAND,Uttar Pradesh Republican Party,159,12,228686,0.07,112825,49.34,,
LAKHIMPUR KHERI,AVADH,DHAUREHRA,Dhaurahra,2024,141,29,,,REKHA VERMA,BJP,90977,1,220855,41.19,-6132,-2.78,,
LAKHIMPUR KHERI,AVADH,DHAUREHRA,Dhaurahra,2024,141,29,,,ANAND BHADAURIYA,SP,84845,2,220855,38.42,6132,2.78,,
LAKHIMPUR KHERI,AVADH,DHAUREHRA,Dhaurahra,2024,141,29,,,SHYAM KISHOR AWASTHI,BSP,35417,3,220855,16.04,55560,25.16,,
